Order,PID,LotArea,Street,LotShape,LandContour,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,ExteriorFirst,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSFOne,TotalBsmtSF,Heating,CentralAir,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,YrSold,SalePrice
1786,528435060,9849,Pave,Reg,Lvl,Inside,OneFam,OneStory,7,6,2007,2007,Hip,CompShg,VinylSd,PConc,Gd,TA,Av,0,1689,GasA,Y,1689,0,0,1689,0,0,2,0,3,1,Gd,7,0,Attchd,3,954,0,56,2007,248328
2264,916386170,10656,Pave,IR1,HLS,Inside,OneFam,OneStory,8,5,2006,2007,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,0,1638,GasA,Y,1646,0,0,1646,0,0,2,0,3,1,Gd,6,1,Attchd,3,870,192,80,2007,248900
1715,528172075,10732,Pave,IR1,Lvl,Corner,OneFam,TwoStory,8,5,2006,2007,Gable,CompShg,VinylSd,PConc,Gd,TA,No,0,1298,GasA,Y,1298,530,0,1828,0,0,2,1,3,1,Gd,7,0,BuiltIn,3,876,0,40,2007,250000
2099,906378120,9178,Pave,Reg,Lvl,Inside,OneFam,OneStory,8,5,2007,2007,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,0,1643,GasA,Y,1651,0,0,1651,0,0,2,0,3,1,Gd,7,1,Attchd,3,870,204,64,2007,250000
1122,528458050,8640,Pave,Reg,Lvl,Inside,OneFam,OneStory,7,5,2007,2008,Gable,CompShg,VinylSd,PConc,Ex,TA,No,0,1372,GasA,Y,1372,0,0,1372,0,0,2,0,3,1,Gd,6,0,Attchd,2,529,0,140,2008,250580
515,528456180,8640,Pave,Reg,Lvl,Inside,OneFam,TwoStory,7,5,2009,2009,Gable,CompShg,VinylSd,PConc,Gd,TA,No,822,900,GasA,Y,932,920,0,1852,1,0,2,1,3,1,Gd,7,1,Attchd,2,644,168,108,2009,252678
427,528108020,12704,Pave,Reg,Lvl,Inside,OneFam,OneStory,8,5,2008,2009,Hip,CompShg,VinylSd,PConc,Ex,TA,No,0,2042,GasA,Y,2042,0,0,2042,0,0,2,1,3,1,Ex,8,1,Attchd,3,1390,0,90,2009,253293
1796,528458080,8640,Pave,Reg,Lvl,Inside,OneFam,TwoStory,8,5,2007,2007,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,350,896,GasA,Y,896,896,0,1792,0,0,2,1,3,1,Gd,8,0,Attchd,2,590,184,96,2007,255000
2418,528222010,11631,Pave,IR1,Lvl,Corner,OneFam,TwoStory,8,5,2004,2005,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,0,1052,GasA,Y,1052,1321,0,2373,0,0,2,1,4,1,Gd,9,1,BuiltIn,3,632,120,46,2006,258000
1703,528120010,16659,Pave,IR1,Lvl,Corner,OneFam,TwoStory,8,5,2007,2008,Gable,CompShg,VinylSd,PConc,Gd,TA,No,0,1582,GasA,Y,1582,570,0,2152,0,0,2,1,3,1,Gd,7,1,Detchd,2,728,0,368,2007,260116
1803,528480180,10440,Pave,Reg,Lvl,Corner,OneFam,OneStory,8,5,2007,2007,Gable,CompShg,CemntBd,PConc,Gd,TA,Mn,0,1574,GasA,Y,1584,0,0,1584,0,0,2,0,2,1,Ex,6,1,Attchd,2,594,0,256,2007,261329
1115,528429080,14587,Pave,IR1,Lvl,Inside,OneFam,OneStory,9,5,2008,2008,Gable,CompShg,VinylSd,PConc,Gd,TA,No,0,1498,GasA,Y,1506,0,0,1506,0,0,2,0,2,1,Ex,6,1,Attchd,2,592,0,174,2008,264132
528,528480170,8125,Pave,Reg,Lvl,Corner,OneFam,OneStory,8,5,2008,2009,Hip,CompShg,VinylSd,PConc,Gd,TA,No,0,1836,GasA,Y,1836,0,0,1836,0,0,2,0,3,1,Gd,8,1,Attchd,2,517,0,175,2009,264500
2429,528228575,3982,Pave,Reg,Lvl,Inside,TwnhsE,OneStory,8,5,2006,2006,Hip,CompShg,VinylSd,PConc,Gd,Gd,Av,1154,1520,GasA,Y,1567,0,0,1567,1,0,2,0,1,1,Ex,7,1,Attchd,3,648,312,0,2006,264561
1576,916384100,12852,Pave,IR1,HLS,Corner,OneFam,TwoStory,8,5,2007,2007,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,770,920,GasA,Y,920,860,0,1780,1,0,2,1,3,1,Gd,6,1,Attchd,2,612,0,192,2008,264966
2464,528480070,10728,Pave,Reg,Lvl,Inside,OneFam,TwoStory,8,5,2006,2006,Gable,CompShg,VinylSd,PConc,Gd,TA,Mn,0,1095,GasA,Y,1095,844,0,1939,0,0,2,1,3,1,Gd,8,1,Attchd,3,1053,192,51,2006,266000
2261,916384070,8298,Pave,IR1,HLS,Inside,OneFam,OneStory,8,5,2006,2007,Hip,CompShg,VinylSd,PConc,Gd,TA,Av,583,1546,GasA,Y,1564,0,0,1564,0,0,2,0,2,1,Ex,6,1,Attchd,2,502,132,0,2007,267300
105,533238045,12853,Pave,IR1,Lvl,Inside,OneFam,OneStory,8,5,2010,2010,Gable,CompShg,CemntBd,PConc,Ex,Po,No,1032,1642,GasA,Y,1418,0,0,1418,1,0,1,1,1,1,Gd,6,1,Attchd,3,852,160,192,2010,267916
319,916386090,12003,Pave,Reg,Lvl,Corner,OneFam,TwoStory,8,5,2009,2010,Gable,CompShg,VinylSd,PConc,Ex,TA,No,0,774,GasA,Y,774,1194,0,1968,0,0,2,1,4,1,Ex,8,1,BuiltIn,3,680,0,75,2010,269500
2322,527108090,23257,Pave,IR3,HLS,CulDSa,OneFam,TwoStory,7,5,2006,2006,Gable,CompShg,VinylSd,PConc,Ex,Gd,No,0,868,GasA,Y,887,1134,0,2021,0,0,2,1,3,1,Gd,9,1,BuiltIn,2,422,0,100,2006,274725
2104,906380070,9588,Pave,IR1,Lvl,Inside,OneFam,TwoStory,8,5,2007,2007,Gable,CompShg,CemntBd,PConc,Ex,TA,No,0,1482,GasA,Y,1482,1092,0,2574,0,0,2,1,3,1,Ex,10,1,BuiltIn,3,868,0,148,2007,276000
2101,906378170,10652,Pave,IR1,Lvl,Inside,OneFam,OneStory,7,5,2006,2007,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,0,1494,GasA,Y,1494,0,0,1494,0,0,2,0,3,1,Gd,7,1,Attchd,3,840,160,33,2007,279500
1695,528108160,14154,Pave,Reg,Lvl,Corner,OneFam,TwoStory,7,5,2006,2006,Gable,CompShg,VinylSd,PConc,Ex,Gd,No,0,1063,GasA,Y,1071,1101,0,2172,0,0,2,1,3,1,Gd,9,1,Attchd,3,947,192,62,2007,280000
2397,528144030,11065,Pave,IR1,Lvl,Inside,OneFam,TwoStory,8,5,2006,2006,Gable,CompShg,VinylSd,PConc,Gd,TA,Mn,0,1085,GasA,Y,1120,850,0,1970,0,0,2,1,3,1,Ex,8,1,BuiltIn,3,753,177,74,2006,281000
1712,528172030,12568,Pave,Reg,Lvl,Inside,OneFam,TwoStory,8,5,2007,2007,Hip,CompShg,VinylSd,PConc,Ex,TA,Av,669,895,GasA,Y,895,923,0,1818,1,0,2,1,3,1,Ex,8,1,Attchd,3,774,196,104,2007,281500
2275,921126010,15306,Pave,IR1,HLS,Corner,OneFam,OneStory,8,5,2006,2007,Gable,CompShg,VinylSd,PConc,Ex,TA,Gd,80,1732,GasA,Y,1776,0,0,1776,1,0,2,0,3,1,Gd,7,1,Attchd,3,712,0,0,2007,283463
510,528435030,9262,Pave,Reg,Lvl,Inside,OneFam,OneStory,8,5,2008,2009,Gable,CompShg,CemntBd,PConc,Gd,TA,No,0,1573,GasA,Y,1578,0,0,1578,0,0,2,0,3,1,Ex,7,1,Attchd,3,840,0,36,2009,287090
2441,528292080,12104,Pave,IR1,Lvl,FRThree,OneFam,TwoStory,7,5,2006,2006,Gable,CompShg,VinylSd,PConc,Gd,TA,No,0,1035,GasA,Y,1082,1240,0,2322,0,0,3,1,4,1,Gd,8,0,Attchd,3,617,400,45,2006,287602
40,528120090,12883,Pave,IR1,Lvl,Corner,OneFam,OneStory,8,5,2009,2010,Gable,CompShg,VinylSd,PConc,Gd,TA,No,0,1544,GasA,Y,1544,0,0,1544,0,0,2,0,3,1,Gd,7,0,Attchd,3,868,0,35,2010,290941
2384,528112010,12228,Pave,Reg,Lvl,Corner,OneFam,OneStory,7,5,2006,2006,Hip,CompShg,VinylSd,PConc,Ex,Gd,No,0,1721,GasA,Y,1740,0,0,1740,0,0,2,0,4,1,Gd,8,0,Attchd,3,874,0,43,2006,293000
1575,916382120,9520,Pave,IR1,HLS,Inside,OneFam,OneStory,8,5,2007,2008,Gable,CompShg,VinylSd,PConc,Gd,TA,Gd,1513,1638,GasA,Y,1646,0,0,1646,1,0,2,0,3,1,Gd,7,1,Attchd,3,800,192,44,2008,293077
1561,911370490,3843,Pave,IR1,HLS,Inside,TwnhsE,OneStory,8,5,2007,2008,Hip,CompShg,CemntBd,PConc,Ex,TA,Gd,1476,1596,GasA,Y,1648,0,0,1648,1,1,2,0,2,1,Ex,5,1,Attchd,2,525,162,53,2008,294464
2760,906392120,11645,Pave,Reg,Lvl,Inside,OneFam,OneStory,8,5,2005,2006,Hip,CompShg,VinylSd,PConc,Ex,TA,Gd,1122,1570,GasA,Y,1590,0,0,1590,1,0,2,1,2,1,Ex,6,0,Attchd,3,754,176,80,2006,294900
1119,528435020,9428,Pave,Reg,Lvl,Inside,OneFam,TwoStory,8,5,2007,2008,Hip,CompShg,VinylSd,PConc,Gd,TA,Av,729,955,GasA,Y,955,919,0,1874,1,0,2,1,3,1,Gd,8,1,Attchd,3,880,168,108,2008,297900
2394,528142060,10672,Pave,IR1,Lvl,Inside,OneFam,TwoStory,8,5,2006,2006,Gable,CompShg,VinylSd,PConc,Ex,TA,Gd,0,1054,GasA,Y,1054,1335,0,2389,0,0,2,1,4,1,Gd,10,1,BuiltIn,3,672,176,64,2006,298236
2389,528118110,13975,Pave,IR1,Lvl,Corner,OneFam,TwoStory,9,5,2005,2006,Hip,CompShg,VinylSd,PConc,Gd,TA,Av,0,1090,GasA,Y,1117,1089,0,2206,0,0,2,1,4,1,Ex,10,1,BuiltIn,3,670,148,95,2006,300000
1799,528458130,9000,Pave,Reg,Lvl,Inside,OneFam,TwoStory,8,5,2007,2007,Gable,CompShg,CemntBd,PConc,Gd,TA,Av,64,1184,GasA,Y,1184,1426,0,2610,0,0,2,1,4,1,Ex,11,1,BuiltIn,2,550,208,364,2007,303477
2321,527108060,13751,Pave,IR1,HLS,CulDSa,OneFam,TwoStory,7,5,2005,2006,Gable,CompShg,VinylSd,PConc,Gd,TA,Av,60,1700,GasA,Y,1700,512,0,2212,1,0,2,1,3,1,Gd,9,1,Attchd,3,773,237,38,2006,309000
1800,528458150,12217,Pave,IR1,Lvl,Inside,OneFam,TwoStory,8,5,2007,2007,Hip,CompShg,WdShing,PConc,Ex,TA,Av,745,955,GasA,Y,955,925,0,1880,1,0,2,1,3,1,Ex,8,1,Attchd,3,880,168,127,2007,310013
2409,528186110,6373,Pave,Reg,Lvl,Inside,TwnhsE,OneStory,9,5,2006,2006,Hip,CompShg,MetalSd,PConc,Ex,Gd,No,415,1666,GasA,Y,1666,0,0,1666,1,0,2,0,2,1,Gd,6,1,Attchd,2,575,228,75,2006,310090
1785,528435040,9416,Pave,Reg,Lvl,Inside,OneFam,OneStory,7,5,2007,2007,Hip,CompShg,CemntBd,PConc,Ex,TA,No,1126,1726,GasA,Y,1726,0,0,1726,1,0,2,0,3,1,Ex,8,1,Attchd,3,786,171,138,2007,311872
1686,528102090,11694,Pave,Reg,Lvl,Inside,OneFam,OneStory,9,5,2007,2007,Hip,CompShg,CemntBd,PConc,Ex,TA,Av,48,1822,GasA,Y,1828,0,0,1828,0,0,2,0,3,1,Gd,9,1,Attchd,3,774,0,108,2007,314813
1055,528108150,12704,Pave,Reg,Lvl,Inside,OneFam,OneStory,8,5,2007,2007,Hip,CompShg,VinylSd,PConc,Ex,TA,No,1012,1582,GasA,Y,1582,0,0,1582,1,0,2,0,3,1,Gd,7,0,Attchd,3,905,209,95,2008,317500
1687,528102100,12030,Pave,Reg,Lvl,Inside,OneFam,OneStory,8,5,2007,2007,Hip,CompShg,VinylSd,PConc,Ex,TA,No,0,1694,GasA,Y,1694,0,0,1694,0,0,2,0,3,1,Gd,7,0,Attchd,3,818,168,228,2007,318000
1689,528102130,12085,Pave,Reg,Lvl,Inside,OneFam,OneStory,8,5,2007,2007,Hip,CompShg,VinylSd,PConc,Ex,TA,No,1004,1734,GasA,Y,1734,0,0,1734,1,0,2,0,3,1,Ex,7,1,Attchd,3,928,0,0,2007,318000
1725,528186120,7820,Pave,IR1,Lvl,Inside,TwnhsE,OneStory,9,5,2007,2007,Hip,CompShg,MetalSd,PConc,Ex,TA,No,0,1869,GasA,Y,1869,0,0,1869,0,0,2,0,2,1,Ex,6,1,Attchd,2,617,210,54,2007,318061
2341,527254070,11302,Pave,IR1,Lvl,Inside,OneFam,OneStory,8,5,2005,2006,Gable,CompShg,VinylSd,PConc,Gd,TA,Gd,1422,1814,GasA,Y,1826,0,0,1826,1,0,2,0,3,1,Gd,7,1,Attchd,3,758,180,75,2006,319000
1705,528142050,9709,Pave,IR1,Lvl,Inside,OneFam,TwoStory,8,5,2007,2007,Gable,CompShg,VinylSd,PConc,Ex,TA,Gd,778,918,GasA,Y,958,1142,0,2100,1,0,2,1,3,1,Ex,8,2,BuiltIn,3,786,172,104,2007,319500
459,528180120,7390,Pave,IR1,Lvl,Inside,TwnhsE,OneStory,9,5,2008,2009,Hip,CompShg,MetalSd,PConc,Ex,TA,No,800,1884,GasA,Y,1884,0,0,1884,1,0,2,0,2,1,Ex,6,1,Attchd,2,649,231,90,2009,320000
2317,527108010,19378,Pave,IR1,HLS,Corner,OneFam,TwoStory,7,5,2005,2006,Gable,CompShg,VinylSd,PConc,Gd,TA,Mn,57,1392,GasA,Y,1392,1070,0,2462,1,0,2,1,4,1,Gd,9,1,Attchd,2,576,239,132,2006,320000
2901,916477010,13618,Pave,Reg,Lvl,Corner,OneFam,OneStory,8,5,2005,2006,Gable,CompShg,VinylSd,PConc,Ex,Gd,Av,1350,1728,GasA,Y,1960,0,0,1960,1,0,2,0,3,1,Gd,8,2,Attchd,3,714,172,38,2006,320000
1688,528102120,11825,Pave,Reg,Lvl,Inside,OneFam,OneStory,8,5,2006,2007,Gable,CompShg,CemntBd,PConc,Ex,TA,Mn,0,1694,GasA,Y,1694,0,0,1694,0,0,2,0,3,1,Gd,7,1,Attchd,3,856,0,112,2007,322400
819,906340100,10933,Pave,Reg,Lvl,Inside,OneFam,OneStory,9,5,2009,2009,Hip,CompShg,VinylSd,PConc,Ex,TA,Gd,1021,1555,GasA,Y,1680,0,0,1680,1,0,1,1,1,1,Ex,8,1,Attchd,3,1138,185,24,2009,323262
2387,528118010,14215,Pave,IR1,Lvl,Corner,OneFam,TwoStory,8,5,2005,2006,Gable,CompShg,VinylSd,PConc,Ex,TA,Av,0,1158,GasA,Y,1158,1218,0,2376,0,0,3,1,4,1,Gd,9,1,BuiltIn,3,853,240,154,2006,325300
1706,528144050,10562,Pave,Reg,Lvl,Inside,OneFam,TwoStory,8,5,2007,2007,Gable,CompShg,VinylSd,PConc,Ex,TA,No,1288,1582,GasA,Y,1610,551,0,2161,1,0,1,1,3,1,Ex,8,1,Attchd,3,789,178,120,2007,325624
2395,528142070,11643,Pave,IR1,Lvl,Inside,OneFam,TwoStory,8,5,2005,2006,Hip,CompShg,MetalSd,PConc,Ex,TA,Av,880,1524,GasA,Y,1544,814,0,2358,1,0,2,1,4,1,Ex,10,1,BuiltIn,3,784,120,34,2006,329900
2408,528186100,7740,Pave,Reg,Lvl,Inside,TwnhsE,OneStory,9,5,2006,2006,Hip,CompShg,MetalSd,PConc,Ex,Gd,No,1023,1686,GasA,Y,1686,0,0,1686,1,0,2,0,1,1,Ex,6,1,Attchd,3,899,266,100,2006,332200
1070,528180110,10110,Pave,IR1,Lvl,Inside,TwnhsE,OneStory,9,5,2008,2008,Hip,CompShg,MetalSd,PConc,Gd,TA,No,372,1858,GasA,Y,1866,0,0,1866,1,0,2,0,2,1,Ex,7,1,Attchd,3,870,0,48,2008,336860
2391,528120140,9942,Pave,IR1,Lvl,Inside,OneFam,TwoStory,9,5,2005,2006,Gable,CompShg,MetalSd,PConc,Ex,Gd,Av,1290,1606,GasA,Y,1625,466,0,2091,1,0,2,1,3,1,Ex,8,1,Attchd,2,521,194,84,2006,338500
1693,528106060,13440,Pave,Reg,Lvl,Inside,OneFam,TwoStory,8,5,2006,2007,Hip,CompShg,VinylSd,PConc,Ex,TA,No,0,1108,GasA,Y,1148,1402,0,2550,0,0,2,1,4,1,Ex,11,1,BuiltIn,3,670,120,39,2007,338931
1127,528480060,10800,Pave,Reg,Lvl,Inside,OneFam,TwoStory,8,5,2007,2008,Gable,CompShg,VinylSd,PConc,Ex,TA,No,789,1034,GasA,Y,1050,1028,0,2078,1,0,2,1,3,1,Ex,8,1,Attchd,3,836,0,102,2008,339750
2381,528106010,16259,Pave,Reg,Lvl,Corner,OneFam,TwoStory,9,5,2006,2006,Gable,CompShg,VinylSd,PConc,Ex,Gd,Av,0,1249,GasA,Y,1249,1347,0,2596,0,0,3,1,4,1,Gd,9,0,Attchd,3,840,240,154,2006,342643
2393,528142010,12867,Pave,IR1,Lvl,Corner,OneFam,TwoStory,8,5,2005,2006,Gable,CompShg,CemntBd,PConc,Ex,TA,Av,0,1209,GasA,Y,1209,1044,0,2253,0,0,2,1,3,1,Ex,8,1,Attchd,2,575,243,142,2006,344133
2392,528138030,11924,Pave,IR1,Lvl,Inside,OneFam,TwoStory,9,5,2005,2006,Hip,CompShg,WdShing,PConc,Ex,TA,No,998,1175,GasA,Y,1182,1142,0,2324,1,0,3,0,4,1,Ex,11,2,BuiltIn,3,736,147,21,2006,345000
1690,528104010,14333,Pave,Reg,Lvl,Corner,OneFam,OneStory,8,5,2007,2007,Gable,CompShg,VinylSd,PConc,Gd,TA,Gd,1518,2108,GasA,Y,2122,0,0,2122,1,0,2,1,2,1,Gd,7,1,Attchd,3,938,130,142,2007,345474
1685,528102050,12469,Pave,Reg,Lvl,FRTwo,OneFam,OneStory,9,5,2006,2007,Hip,CompShg,VinylSd,PConc,Ex,TA,Gd,1151,1790,GasA,Y,1816,0,0,1816,1,0,2,0,3,1,Ex,7,1,Attchd,3,730,186,36,2007,356000
2332,527210050,12292,Pave,IR1,HLS,CulDSa,OneFam,TwoStory,9,5,2006,2006,Hip,CompShg,VinylSd,PConc,Ex,Gd,Gd,205,1094,GasA,Y,1102,1371,0,2473,0,0,2,1,4,1,Gd,11,1,BuiltIn,3,675,246,39,2006,356383
2903,921205050,11577,Pave,Reg,Lvl,Inside,OneFam,OneStory,9,5,2005,2006,Hip,CompShg,VinylSd,PConc,Gd,TA,Gd,1455,1838,GasA,Y,1838,0,0,1838,1,0,2,0,3,1,Ex,9,1,Attchd,3,682,161,225,2006,359900
2100,906378150,10481,Pave,IR1,Lvl,Inside,OneFam,OneStory,8,5,2006,2007,Hip,CompShg,CemntBd,PConc,Gd,TA,Av,0,2140,GasA,Y,2140,0,0,2140,0,0,2,1,3,1,Gd,8,0,Attchd,3,894,136,32,2007,360000
2334,527212040,12438,Pave,IR1,Lvl,Inside,OneFam,TwoStory,8,5,2006,2006,Hip,CompShg,VinylSd,PConc,Ex,Gd,No,0,1234,GasA,Y,1264,1312,0,2576,0,0,2,1,4,1,Ex,10,1,BuiltIn,3,666,324,100,2006,361919
1071,528180140,8769,Pave,Reg,Lvl,Corner,TwnhsE,OneStory,9,5,2008,2008,Hip,CompShg,MetalSd,PConc,Ex,TA,No,1540,1702,GasA,Y,1702,0,0,1702,1,0,1,1,1,1,Ex,7,1,Attchd,3,1052,0,72,2008,367294
2902,921205030,11443,Pave,Reg,Lvl,Inside,OneFam,OneStory,8,5,2005,2006,Hip,CompShg,VinylSd,PConc,Ex,TA,Gd,1460,1868,GasA,Y,2028,0,0,2028,1,0,2,0,2,1,Gd,7,2,Attchd,3,880,326,66,2006,369900
522,528458160,9187,Pave,Reg,Lvl,Inside,OneFam,OneStory,9,5,2009,2009,Gable,CompShg,CemntBd,PConc,Ex,TA,Mn,1121,1766,GasA,Y,1766,0,0,1766,1,0,2,1,2,1,Ex,7,1,Attchd,3,478,195,130,2009,370878
1075,528186130,8232,Pave,IR1,Lvl,Inside,TwnhsE,OneStory,9,5,2007,2008,Hip,CompShg,MetalSd,PConc,Ex,TA,No,1204,1800,GasA,Y,1800,0,0,1800,1,0,2,0,2,1,Ex,6,1,Attchd,3,944,210,0,2008,370967
2398,528150080,13758,Pave,IR1,Lvl,Inside,OneFam,OneStory,9,5,2005,2006,Gable,CompShg,VinylSd,PConc,Ex,TA,Gd,1232,1792,GasA,Y,1792,0,0,1792,1,0,2,0,2,1,Gd,6,1,Attchd,3,925,204,49,2006,372397
1056,528110080,13891,Pave,Reg,Lvl,Inside,OneFam,OneStory,8,5,2007,2008,Hip,CompShg,VinylSd,PConc,Ex,TA,Gd,1400,1710,GasA,Y,1710,0,0,1710,1,0,2,0,2,1,Gd,6,1,Attchd,3,866,0,102,2008,372402
368,527254020,11844,Pave,IR1,Lvl,Inside,OneFam,OneStory,8,5,2008,2008,Hip,CompShg,VinylSd,PConc,Ex,TA,Mn,0,2046,GasA,Y,2046,0,0,2046,0,0,2,1,3,1,Gd,7,1,Attchd,3,834,322,82,2009,372500
37,528108120,12858,Pave,IR1,Lvl,Inside,OneFam,TwoStory,9,5,2009,2010,Gable,CompShg,VinylSd,PConc,Ex,TA,No,0,1590,GasA,Y,1627,707,0,2334,0,0,2,1,3,1,Ex,10,1,Attchd,3,751,144,133,2010,376162
2097,906340080,9965,Pave,Reg,Lvl,Inside,OneFam,TwoStory,7,5,2007,2007,Gable,CompShg,VinylSd,PConc,Ex,TA,Av,984,1264,GasA,Y,1282,1414,0,2696,1,0,2,1,4,1,Ex,10,1,BuiltIn,3,792,120,184,2007,383970
1641,527252070,8089,Pave,Reg,HLS,Inside,OneFam,OneStory,8,6,2007,2007,Gable,CompShg,MetalSd,PConc,Gd,TA,Av,945,1419,GasA,Y,1419,0,0,1419,1,0,2,0,2,1,Gd,7,1,Attchd,2,567,140,0,2007,392000
18,527258010,11394,Pave,Reg,Lvl,Corner,OneFam,OneStory,9,2,2010,2010,Hip,CompShg,VinylSd,PConc,Ex,TA,Av,1445,1856,GasA,Y,1856,0,0,1856,1,0,1,1,1,1,Ex,8,1,Attchd,3,834,113,0,2010,394432
1051,528102030,12444,Pave,Reg,Lvl,FRTwo,OneFam,OneStory,8,5,2008,2008,Hip,CompShg,VinylSd,PConc,Ex,TA,Av,1336,1932,GasA,Y,1932,0,0,1932,1,0,2,0,2,1,Ex,7,1,Attchd,3,774,0,66,2008,394617
1697,528110070,14226,Pave,Reg,Lvl,Corner,OneFam,OneStory,8,5,2006,2006,Hip,CompShg,VinylSd,PConc,Gd,TA,Av,0,1935,GasA,Y,1973,0,0,1973,0,0,2,0,3,1,Gd,9,1,Attchd,3,895,315,45,2007,395000
39,528120060,10159,Pave,IR1,Lvl,Inside,OneFam,OneStory,9,5,2009,2010,Hip,CompShg,VinylSd,PConc,Ex,TA,Av,1646,1930,GasA,Y,1940,0,0,1940,1,0,2,1,3,1,Ex,8,1,Attchd,3,606,168,95,2010,395192
428,528108040,12350,Pave,Reg,Lvl,Inside,OneFam,TwoStory,9,5,2009,2009,Gable,CompShg,VinylSd,PConc,Ex,TA,No,986,1365,GasA,Y,1365,1325,0,2690,1,0,2,1,3,1,Ex,8,1,Attchd,3,864,0,197,2009,398800
2336,527216010,15922,Pave,IR1,HLS,Corner,OneFam,TwoStory,9,5,2005,2006,Hip,CompShg,VinylSd,PConc,Ex,TA,Av,0,1390,GasA,Y,1390,1405,0,2795,0,0,3,1,4,1,Ex,10,1,BuiltIn,3,660,272,102,2006,401179
431,528108140,12220,Pave,Reg,Lvl,Inside,OneFam,OneStory,10,5,2009,2009,Hip,CompShg,CemntBd,CBlock,Ex,TA,No,1436,2006,GasA,Y,2020,0,0,2020,1,0,2,1,3,1,Ex,9,1,Attchd,3,900,156,54,2009,402861
2380,528102080,16387,Pave,IR1,Lvl,Inside,OneFam,TwoStory,9,5,2006,2006,Hip,CompShg,VinylSd,PConc,Ex,Gd,No,1369,1738,GasA,Y,1738,851,0,2589,1,0,2,1,4,1,Ex,11,1,Attchd,3,831,0,0,2006,412083
1691,528106040,14450,Pave,Reg,Lvl,Inside,OneFam,OneStory,9,5,2006,2007,Gable,CompShg,CemntBd,PConc,Ex,TA,Gd,0,2121,GasA,Y,2121,0,0,2121,0,0,2,1,3,1,Ex,8,1,Attchd,3,732,124,98,2007,415298
1781,528431040,12291,Pave,IR1,Lvl,Inside,OneFam,OneStory,10,5,2007,2007,Hip,CompShg,CemntBd,PConc,Ex,TA,Av,1572,1966,GasA,Y,1966,0,0,1966,1,0,2,0,1,1,Ex,6,1,Attchd,3,1092,76,52,2007,419005
2098,906340090,9965,Pave,Reg,Lvl,Inside,OneFam,TwoStory,8,5,2006,2007,Hip,CompShg,VinylSd,PConc,Ex,TA,Gd,1150,1466,GasA,Y,1466,1362,0,2828,1,0,3,0,4,1,Gd,11,1,BuiltIn,3,1052,125,144,2007,424870
1052,528102110,12474,Pave,Reg,Lvl,Inside,OneFam,TwoStory,10,5,2007,2008,Gable,CompShg,VinylSd,PConc,Ex,TA,Av,1280,1682,GasA,Y,1742,590,0,2332,1,0,2,1,3,1,Ex,9,1,BuiltIn,3,846,196,134,2008,426000
2401,528170040,20431,Pave,IR2,Lvl,Inside,OneFam,TwoStory,9,5,2005,2006,Hip,CompShg,CemntBd,PConc,Ex,TA,No,1410,1848,GasA,Y,1848,880,0,2728,1,0,2,1,4,1,Ex,10,2,Attchd,3,706,0,0,2006,437154
2337,527216050,13682,Pave,IR2,HLS,CulDSa,OneFam,TwoStory,10,5,2006,2006,Hip,CompShg,VinylSd,PConc,Ex,TA,Gd,0,1410,GasA,Y,1426,1519,0,2945,0,0,3,1,3,1,Gd,10,1,BuiltIn,3,641,192,0,2006,438780
1700,528114050,14977,Pave,IR1,Lvl,Inside,OneFam,OneStory,8,5,2006,2007,Gable,CompShg,VinylSd,PConc,Ex,TA,Gd,1350,1976,GasA,Y,1976,0,0,1976,1,0,2,0,2,1,Gd,7,1,Attchd,3,908,250,63,2007,440000
1054,528104080,14948,Pave,IR1,Lvl,Inside,OneFam,TwoStory,9,5,2008,2008,Hip,CompShg,VinylSd,PConc,Ex,TA,Av,1330,1452,GasA,Y,1476,1237,0,2713,1,0,2,1,3,1,Ex,11,1,Attchd,3,858,126,66,2008,446261
2330,527210030,16023,Pave,IR1,HLS,CulDSa,OneFam,TwoStory,9,5,2005,2006,Hip,CompShg,VinylSd,PConc,Ex,TA,Gd,1218,1398,GasA,Y,1414,1384,0,2798,1,0,3,1,3,1,Ex,11,1,BuiltIn,3,670,182,37,2006,457347
2383,528110050,13891,Pave,Reg,Lvl,Inside,OneFam,OneStory,10,5,2006,2006,Gable,CompShg,VinylSd,PConc,Ex,Gd,Gd,1386,2076,GasA,Y,2076,0,0,2076,1,0,2,1,2,1,Ex,7,1,Attchd,3,850,216,229,2006,465000
